Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Worked for 3 months or more but less than 6 months -  Persons,Worked for 3 months or more but less than 6 months - Males,Worked for 3 months or more but less than 6 months - Females,Worked for less than 3 months - Persons,Worked for less than 3 months - Males,Worked for less than 3 months - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0806SC,`33,`618,District - Nagapattinam,Total,35-59,34932,16269,18663,5610,2040,3570,1083,596,487,36887,16243,20644,250,192,58,152,56,96,190,88,102,236,194,42,28,24,4,490,298,192,6,6,0,122,74,48,82,78,4,62,42,20,0,0,0,6,6,0,30,30,0,74,68,6,62,36,26,208,64,144,574,214,360
B0806SC,`33,`618,District - Nagapattinam,Total,60+,7910,4505,3405,1746,849,897,350,235,115,8756,4819,3937,38,18,20,44,32,12,48,30,18,56,46,10,2,0,2,120,66,54,0,0,0,32,14,18,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,56,22,34,136,60,76
B0806SC,`33,`618,District - Nagapattinam,Total,Age not stated,37,16,21,8,6,2,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
B0806SC,`33,`618,District - Nagapattinam,Rural,Total,66169,33280,32889,10708,4245,6463,2175,1251,924,67818,31662,36156,376,284,92,14,6,8,386,208,178,742,590,152,22,22,0,1310,1158,152,12,12,0,386,256,130,532,514,18,106,86,20,0,0,0,24,18,6,70,56,14,116,100,16,318,124,194,472,204,268,1998,974,1024
B0806SC,`33,`618,District - Nagapattinam,Rural,`5-14,627,353,274,65,40,25,36,23,13,446,236,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,156,80,76
B0806SC,`33,`618,District - Nagapattinam,Rural,15-34,25798,13854,11944,4009,1757,2252,754,435,319,24521,11942,12579,166,130,36,6,6,0,166,96,70,466,360,106,10,10,0,1012,960,52,6,6,0,258,178,80,472,454,18,62,56,6,0,0,0,18,12,6,46,32,14,40,32,8,248,76,172,230,124,106,1326,702,624
B0806SC,`33,`618,District - Nagapattinam,Rural,35-59,32358,14912,17446,5048,1690,3358,1049,571,478,34599,14987,19612,174,136,38,8,0,8,182,82,100,218,186,32,12,12,0,212,150,62,6,6,0,98,58,40,60,60,0,44,30,14,0,0,0,6,6,0,24,24,0,68,62,6,44,24,20,194,64,130,408,144,264
B0806SC,`33,`618,District - Nagapattinam,Rural,60+,7349,4145,3204,1578,752,826,336,222,114,8231,4487,3744,36,18,18,0,0,0,38,30,8,46,38,8,0,0,0,62,24,38,0,0,0,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,0,2,48,16,32,102,48,54
B0806SC,`33,`618,District - Nagapattinam,Rural,Age not stated,37,16,21,8,6,2,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
B0806SC,`33,`618,District - Nagapattinam,Urban,Total,5396,3080,2316,1112,678,434,82,62,20,4344,2468,1876,116,74,42,290,150,140,44,8,36,64,44,20,26,14,12,604,418,186,0,0,0,112,64,48,78,72,6,34,20,14,0,0,0,8,8,0,14,14,0,8,8,0,84,24,60,44,14,30,556,296,260
B0806SC,`33,`618,District - Nagapattinam,Urban,`5-14,123,77,46,9,5,4,2,0,2,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,86,44,42
B0806SC,`33,`618,District - Nagapattinam,Urban,15-34,2138,1286,852,373,226,147,32,24,8,1511,866,645,38,18,20,102,62,40,26,2,24,36,28,8,8,2,6,256,216,40,0,0,0,74,42,32,42,42,0,16,8,8,0,0,0,8,8,0,8,8,0,2,2,0,60,6,54,22,8,14,270,170,100
B0806SC,`33,`618,District - Nagapattinam,Urban,35-59,2574,1357,1217,562,350,212,34,25,9,2288,1256,1032,76,56,20,144,56,88,8,6,2,18,8,10,16,12,4,278,148,130,0,0,0,24,16,8,22,18,4,18,12,6,0,0,0,0,0,0,6,6,0,6,6,0,18,12,6,14,0,14,166,70,96
B0806SC,`33,`618,District - Nagapattinam,Urban,60+,561,360,201,168,97,71,14,13,1,525,332,193,2,0,2,44,32,12,10,0,10,10,8,2,2,0,2,58,42,16,0,0,0,14,6,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,34,12,22
B0806SC,`33,`618,District - Nagapattinam,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`619,District - Thiruvarur,Total,Total,56868,28159,28709,8515,3405,5110,2231,1366,865,57506,26954,30552,336,174,162,6,6,0,292,82,210,320,186,134,18,18,0,716,640,76,0,0,0,402,310,92,304,290,14,76,62,14,0,0,0,24,24,0,60,54,6,80,62,18,220,94,126,382,108,274,2410,1134,1276
B0806SC,`33,`619,District - Thiruvarur,Total,`5-14,599,271,328,150,72,78,53,27,26,398,188,210,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,14,6,8,260,110,150
B0806SC,`33,`619,District - Thiruvarur,Total,15-34,22015,11447,10568,3250,1388,1862,791,487,304,20914,10172,10742,150,74,76,6,6,0,108,46,62,236,142,94,6,6,0,484,450,34,0,0,0,212,158,54,248,240,8,46,44,2,0,0,0,24,24,0,42,36,6,36,18,18,174,74,100,186,64,122,1602,794,808
B0806SC,`33,`619,District - Thiruvarur,Total,35-59,28014,12890,15124,3866,1343,2523,1120,662,458,29320,12825,16495,132,64,68,0,0,0,146,14,132,70,42,28,12,12,0,198,160,38,0,0,0,148,114,34,56,50,6,24,18,6,0,0,0,0,0,0,18,18,0,42,42,0,32,12,20,140,32,108,422,168,254
B0806SC,`33,`619,District - Thiruvarur,Total,60+,6183,3527,2656,1249,602,647,266,190,76,6824,3751,3073,54,36,18,0,0,0,38,22,16,8,2,6,0,0,0,34,30,4,0,0,0,30,26,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,2,0,8,8,0,42,6,36,120,56,64
B0806SC,`33,`619,District - Thiruvarur,Total,Age not stated,57,24,33,0,0,0,1,0,1,50,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
B0806SC,`33,`619,District - Thiruvarur,Rural,Total,52061,25574,26487,7727,3098,4629,2065,1248,817,53219,24886,28333,170,76,94,0,0,0,264,78,186,208,116,92,12,12,0,572,516,56,0,0,0,310,224,86,242,230,12,56,50,6,0,0,0,18,18,0,42,36,6,78,60,18,200,94,106,348,108,240,1984,920,1064
B0806SC,`33,`619,District - Thiruvarur,Rural,`5-14,544,258,286,147,71,76,45,22,23,380,179,201,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,6,6,230,110,120
B0806SC,`33,`619,District - Thiruvarur,Rural,15-34,20086,10366,9720,2976,1269,1707,719,436,283,19365,9381,9984,92,44,48,0,0,0,98,42,56,158,90,68,6,6,0,432,400,32,0,0,0,168,116,52,204,198,6,46,44,2,0,0,0,18,18,0,30,24,6,34,16,18,156,74,82,168,64,104,1368,682,686
B0806SC,`33,`619,District - Thiruvarur,Rural,35-59,25698,11707,13991,3458,1203,2255,1042,605,437,27078,11827,15251,66,32,34,0,0,0,130,14,116,38,24,14,6,6,0,118,98,20,0,0,0,102,70,32,38,32,6,8,6,2,0,0,0,0,0,0,12,12,0,42,42,0,30,12,18,126,32,94,320,98,222
B0806SC,`33,`619,District - Thiruvarur,Rural,60+,5678,3221,2457,1146,555,591,258,185,73,6348,3483,2865,12,0,12,0,0,0,36,22,14,6,2,4,0,0,0,22,18,4,0,0,0,28,26,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,8,8,0,42,6,36,60,24,36
B0806SC,`33,`619,District - Thiruvarur,Rural,Age not stated,55,22,33,0,0,0,1,0,1,48,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0
B0806SC,`33,`619,District - Thiruvarur,Urban,Total,4807,2585,2222,788,307,481,166,118,48,4287,2068,2219,166,98,68,6,6,0,28,4,24,112,70,42,6,6,0,144,124,20,0,0,0,92,86,6,62,60,2,20,12,8,0,0,0,6,6,0,18,18,0,2,2,0,20,0,20,34,0,34,426,214,212
B0806SC,`33,`619,District - Thiruvarur,Urban,`5-14,55,13,42,3,1,2,8,5,3,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,30,0,30
B0806SC,`33,`619,District - Thiruvarur,Urban,15-34,1929,1081,848,274,119,155,72,51,21,1549,791,758,58,30,28,6,6,0,10,4,6,78,52,26,0,0,0,52,50,2,0,0,0,44,42,2,44,42,2,0,0,0,0,0,0,6,6,0,12,12,0,2,2,0,18,0,18,18,0,18,234,112,122
B0806SC,`33,`619,District - Thiruvarur,Urban,35-59,2316,1183,1133,408,140,268,78,57,21,2242,998,1244,66,32,34,0,0,0,16,0,16,32,18,14,6,6,0,80,62,18,0,0,0,46,44,2,18,18,0,16,12,4,0,0,0,0,0,0,6,6,0,0,0,0,2,0,2,14,0,14,102,70,32
B0806SC,`33,`619,District - Thiruvarur,Urban,60+,505,306,199,103,47,56,8,5,3,476,268,208,42,36,6,0,0,0,2,0,2,2,0,2,0,0,0,12,12,0,0,0,0,2,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,32,28
B0806SC,`33,`619,District - Thiruvarur,Urban,Age not stated,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`620,District - Thanjavur,Total,Total,33040,16607,16433,5956,2782,3174,1404,821,583,31663,14732,16931,212,148,64,5,0,5,187,101,86,422,291,131,37,24,13,1221,912,309,0,0,0,501,354,147,431,431,0,118,100,18,6,6,0,57,45,12,110,86,24,132,101,31,301,115,186,213,89,124,1976,1033,943
B0806SC,`33,`620,District - Thanjavur,Total,`5-14,440,267,173,50,30,20,22,16,6,197,113,84,0,0,0,0,0,0,3,3,0,27,21,6,0,0,0,9,9,0,0,0,0,14,12,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,120,95
B0806SC,`33,`620,District - Thanjavur,Total,15-34,12942,6955,5987,2374,1255,1119,461,271,190,11238,5531,5707,101,77,24,3,0,3,98,47,51,231,159,72,8,6,2,674,561,113,0,0,0,346,251,95,329,329,0,73,70,3,6,6,0,51,39,12,71,50,21,60,45,15,197,68,129,108,39,69,1261,661,600
B0806SC,`33,`620,District - Thanjavur,Total,35-59,16020,7282,8738,2700,1057,1643,718,399,319,16278,6886,9392,70,42,28,2,0,2,76,51,25,133,92,41,24,15,9,461,284,177,0,0,0,119,77,42,87,87,0,35,24,11,0,0,0,0,0,0,39,36,3,58,44,14,104,47,57,84,41,43,432,214,218
B0806SC,`33,`620,District - Thanjavur,Total,60+,3619,2091,1528,827,435,392,200,132,68,3931,2190,1741,41,29,12,0,0,0,10,0,10,29,17,12,5,3,2,77,58,19,0,0,0,22,14,8,12,12,0,10,6,4,0,0,0,6,6,0,0,0,0,14,12,2,0,0,0,21,9,12,68,38,30
B0806SC,`33,`620,District - Thanjavur,Total,Age not stated,19,12,7,5,5,0,3,3,0,19,12,7,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`620,District - Thanjavur,Rural,Total,28998,14260,14738,5138,2319,2819,1312,766,546,28766,13199,15567,138,92,46,2,0,2,132,78,54,292,196,96,20,18,2,820,606,214,0,0,0,322,238,84,320,320,0,68,60,8,6,6,0,36,30,6,74,56,18,72,56,16,218,80,138,188,80,108,1350,698,652
B0806SC,`33,`620,District - Thanjavur,Rural,`5-14,384,225,159,43,27,16,20,14,6,183,106,77,0,0,0,0,0,0,0,0,0,24,18,6,0,0,0,6,6,0,0,0,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,96,84
B0806SC,`33,`620,District - Thanjavur,Rural,15-34,11233,5902,5331,2029,1033,996,430,253,177,10294,4996,5298,76,60,16,0,0,0,80,42,38,164,110,54,6,6,0,462,378,84,0,0,0,230,170,60,260,260,0,48,48,0,6,6,0,30,24,6,50,32,18,28,24,4,152,54,98,100,36,64,846,436,410
B0806SC,`33,`620,District - Thanjavur,Rural,35-59,14125,6267,7858,2345,889,1456,667,371,296,14719,6121,8598,38,18,20,2,0,2,44,36,8,84,60,24,12,12,0,288,170,118,0,0,0,64,48,16,54,54,0,12,6,6,0,0,0,0,0,0,24,24,0,38,26,12,66,26,40,78,38,40,280,146,134
B0806SC,`33,`620,District - Thanjavur,Rural,60+,3239,1856,1383,720,369,351,193,126,67,3554,1967,1587,24,14,10,0,0,0,8,0,8,20,8,12,2,0,2,64,52,12,0,0,0,14,8,6,6,6,0,8,6,2,0,0,0,6,6,0,0,0,0,6,6,0,0,0,0,10,6,4,44,20,24
B0806SC,`33,`620,District - Thanjavur,Rural,Age not stated,17,10,7,1,1,0,2,2,0,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`620,District - Thanjavur,Urban,Total,4042,2347,1695,818,463,355,92,55,37,2897,1533,1364,74,56,18,3,0,3,55,23,32,130,95,35,17,6,11,401,306,95,0,0,0,179,116,63,111,111,0,50,40,10,0,0,0,21,15,6,36,30,6,60,45,15,83,35,48,25,9,16,626,335,291
B0806SC,`33,`620,District - Thanjavur,Urban,`5-14,56,42,14,7,3,4,2,2,0,14,7,7,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,11
B0806SC,`33,`620,District - Thanjavur,Urban,15-34,1709,1053,656,345,222,123,31,18,13,944,535,409,25,17,8,3,0,3,18,5,13,67,49,18,2,0,2,212,183,29,0,0,0,116,81,35,69,69,0,25,22,3,0,0,0,21,15,6,21,18,3,32,21,11,45,14,31,8,3,5,415,225,190
B0806SC,`33,`620,District - Thanjavur,Urban,35-59,1895,1015,880,355,168,187,51,28,23,1559,765,794,32,24,8,0,0,0,32,15,17,49,32,17,12,3,9,173,114,59,0,0,0,55,29,26,33,33,0,23,18,5,0,0,0,0,0,0,15,12,3,20,18,2,38,21,17,6,3,3,152,68,84
B0806SC,`33,`620,District - Thanjavur,Urban,60+,380,235,145,107,66,41,7,6,1,377,223,154,17,15,2,0,0,0,2,0,2,9,9,0,3,3,0,13,6,7,0,0,0,8,6,2,6,6,0,2,0,2,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,11,3,8,24,18,6
B0806SC,`33,`620,District - Thanjavur,Urban,Age not stated,2,2,0,4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`621,District - Pudukkottai,Total,Total,21534,9903,11631,3567,1412,2155,2477,1305,1172,16378,6546,9832,326,196,130,132,90,42,226,104,122,620,348,272,6,6,0,2238,1056,1182,0,0,0,480,360,120,268,268,0,138,126,12,0,0,0,12,6,6,24,24,0,46,24,22,182,70,112,198,56,142,1350,730,620
B0806SC,`33,`621,District - Pudukkottai,Total,`5-14,243,123,120,27,13,14,28,17,11,90,39,51,8,6,2,6,6,0,0,0,0,6,6,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,62,58
B0806SC,`33,`621,District - Pudukkottai,Total,15-34,8962,4352,4610,1524,593,931,934,459,475,6266,2490,3776,104,60,44,26,18,8,126,52,74,364,202,162,6,6,0,900,522,378,0,0,0,332,240,92,160,160,0,78,78,0,0,0,0,12,6,6,18,18,0,28,18,10,148,62,86,108,36,72,876,518,358
B0806SC,`33,`621,District - Pudukkottai,Total,35-59,9997,4191,5806,1533,600,933,1202,614,588,7966,3025,4941,142,92,50,90,60,30,70,40,30,216,126,90,0,0,0,1138,448,690,0,0,0,122,96,26,96,96,0,60,48,12,0,0,0,0,0,0,0,0,0,18,6,12,34,8,26,82,20,62,294,112,182
B0806SC,`33,`621,District - Pudukkottai,Total,60+,2324,1236,1088,482,206,276,312,215,97,2050,991,1059,72,38,34,10,6,4,30,12,18,34,14,20,0,0,0,188,86,102,0,0,0,26,24,2,12,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,8,0,8,58,38,20
B0806SC,`33,`621,District - Pudukkottai,Total,Age not stated,8,1,7,1,0,1,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0806SC,`33,`621,District - Pudukkottai,Rural,Total,19931,8997,10934,3370,1311,2059,2430,1279,1151,15921,6313,9608,278,182,96,132,90,42,206,92,114,404,236,168,6,6,0,1968,884,1084,0,0,0,306,236,70,186,186,0,106,102,4,0,0,0,12,6,6,12,12,0,30,18,12,146,68,78,176,42,134,982,556,426
B0806SC,`33,`621,District - Pudukkottai,Rural,`5-14,210,100,110,27,13,14,24,15,9,89,38,51,6,6,0,6,6,0,0,0,0,6,6,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,42,52
B0806SC,`33,`621,District - Pudukkottai,Rural,15-34,8216,3897,4319,1445,553,892,911,448,463,6090,2392,3698,88,60,28,26,18,8,112,46,66,248,134,114,6,6,0,802,438,364,0,0,0,242,180,62,120,120,0,66,66,0,0,0,0,12,6,6,12,12,0,20,12,8,120,60,60,94,30,64,692,422,270
B0806SC,`33,`621,District - Pudukkottai,Rural,35-59,9275,3831,5444,1440,546,894,1186,603,583,7737,2920,4817,114,78,36,90,60,30,64,34,30,122,88,34,0,0,0,1000,372,628,0,0,0,44,38,6,66,66,0,40,36,4,0,0,0,0,0,0,0,0,0,10,6,4,26,8,18,74,12,62,142,56,86
B0806SC,`33,`621,District - Pudukkottai,Rural,60+,2222,1168,1054,457,199,258,308,213,95,1999,962,1037,70,38,32,10,6,4,30,12,18,28,8,20,0,0,0,154,74,80,0,0,0,20,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,52,36,16
B0806SC,`33,`621,District - Pudukkottai,Rural,Age not stated,8,1,7,1,0,1,1,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
B0806SC,`33,`621,District - Pudukkottai,Urban,Total,1603,906,697,197,101,96,47,26,21,457,233,224,48,14,34,0,0,0,20,12,8,216,112,104,0,0,0,270,172,98,0,0,0,174,124,50,82,82,0,32,24,8,0,0,0,0,0,0,12,12,0,16,6,10,36,2,34,22,14,8,368,174,194
B0806SC,`33,`621,District - Pudukkottai,Urban,`5-14,33,23,10,0,0,0,4,2,2,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,6
B0806SC,`33,`621,District - Pudukkottai,Urban,15-34,746,455,291,79,40,39,23,11,12,176,98,78,16,0,16,0,0,0,14,6,8,116,68,48,0,0,0,98,84,14,0,0,0,90,60,30,40,40,0,12,12,0,0,0,0,0,0,0,6,6,0,8,6,2,28,2,26,14,6,8,184,96,88
B0806SC,`33,`621,District - Pudukkottai,Urban,35-59,722,360,362,93,54,39,16,11,5,229,105,124,28,14,14,0,0,0,6,6,0,94,38,56,0,0,0,138,76,62,0,0,0,78,58,20,30,30,0,20,12,8,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,8,8,0,152,56,96
B0806SC,`33,`621,District - Pudukkottai,Urban,60+,102,68,34,25,7,18,4,2,2,51,29,22,2,0,2,0,0,0,0,0,0,6,6,0,0,0,0,34,12,22,0,0,0,6,6,0,12,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,2,4
B0806SC,`33,`621,District - Pudukkottai,Urban,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`622,District - Sivaganga,Total,Total,27580,13618,13962,4551,1893,2658,3301,1779,1522,18740,8676,10064,562,300,262,0,0,0,328,146,182,940,582,358,50,28,22,3548,1282,2266,0,0,0,570,466,104,382,380,2,388,376,12,0,0,0,22,22,0,60,40,20,164,86,78,254,106,148,302,62,240,2520,1180,1340
B0806SC,`33,`622,District - Sivaganga,Total,`5-14,543,255,288,32,26,6,42,23,19,99,54,45,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,28,22,6,0,0,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,170,218
B0806SC,`33,`622,District - Sivaganga,Total,15-34,10808,5533,5275,1757,806,951,1112,557,555,6785,3080,3705,186,106,80,0,0,0,120,72,48,412,250,162,14,8,6,1232,550,682,0,0,0,390,342,48,296,294,2,214,208,6,0,0,0,10,10,0,20,8,12,72,40,32,150,68,82,150,26,124,1402,720,682
B0806SC,`33,`622,District - Sivaganga,Total,35-59,12870,5965,6905,2189,754,1435,1574,827,747,9309,4154,5155,314,160,154,0,0,0,162,56,106,440,264,176,36,20,16,1980,588,1392,0,0,0,164,118,46,68,68,0,132,126,6,0,0,0,12,12,0,40,32,8,84,40,44,96,32,64,126,24,102,522,198,324
B0806SC,`33,`622,District - Sivaganga,Total,60+,3356,1864,1492,573,307,266,573,372,201,2544,1387,1157,62,34,28,0,0,0,46,18,28,82,62,20,0,0,0,308,122,186,0,0,0,10,6,4,12,12,0,42,42,0,0,0,0,0,0,0,0,0,0,8,6,2,8,6,2,26,12,14,208,92,116
B0806SC,`33,`622,District - Sivaganga,Total,Age not stated,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0806SC,`33,`622,District - Sivaganga,Rural,Total,24550,11811,12739,3739,1381,2358,3226,1725,1501,17501,7949,9552,482,238,244,0,0,0,228,92,136,768,482,286,0,0,0,2796,758,2038,0,0,0,372,300,72,284,282,2,294,288,6,0,0,0,18,18,0,38,20,18,36,22,14,170,68,102,238,56,182,1838,894,944
B0806SC,`33,`622,District - Sivaganga,Rural,`5-14,492,238,254,31,25,6,41,22,19,96,51,45,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,26,20,6,0,0,0,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,158,184
B0806SC,`33,`622,District - Sivaganga,Rural,15-34,9637,4778,4859,1401,560,841,1084,539,545,6342,2817,3525,168,88,80,0,0,0,84,44,40,364,222,142,0,0,0,970,342,628,0,0,0,268,230,38,222,220,2,180,174,6,0,0,0,8,8,0,18,6,12,20,8,12,128,56,72,106,20,86,1076,564,512
B0806SC,`33,`622,District - Sivaganga,Rural,35-59,11339,5109,6230,1786,530,1256,1537,797,740,8636,3772,4864,266,130,136,0,0,0,120,38,82,330,204,126,0,0,0,1552,332,1220,0,0,0,96,70,26,44,44,0,72,72,0,0,0,0,10,10,0,20,14,6,16,14,2,36,6,30,106,24,82,284,112,172
B0806SC,`33,`622,District - Sivaganga,Rural,60+,3079,1685,1394,521,266,255,564,367,197,2424,1308,1116,48,20,28,0,0,0,24,10,14,68,50,18,0,0,0,248,64,184,0,0,0,2,0,2,12,12,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,26,12,14,136,60,76
